"text"	"story"
"movement, because it is too indefinite and general in its application."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Therefore, if somebody called himself VÖLKISCH such a designation could"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"not be taken as the hall-mark of some definite, party affiliation."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Because this concept is so indefinite from the practical viewpoint, it"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"gives rise to various interpretations and thus people can appeal to it"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"all the more easily as a sort of personal recommendation. Whenever such"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"a vague concept, which is subject to so many interpretations, is"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"admitted into a political movement it tends to break up the disciplined"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"solidarity of the fighting forces. No such solidarity can be maintained"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"if each individual member be allowed to define for himself what he"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"believes and what he is willing to do."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"One feels it a disgrace when one notices the kind of people who float"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"about nowadays with the VÖLKISCH symbol stuck in their buttonholes, and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"at the same time to notice how many people have various ideas of their"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"own as to the significance of that symbol. A well-known professor in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Bavaria, a famous combatant who fights only with the weapons of the mind"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"and who boasts of having marched against Berlin--by shouldering the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"weapons of the mind, of course--believes that the word VÖLKISCH is"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"synonymous with 'monarchical'. But this learned authority has hitherto"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"neglected to explain how our German monarchs of the past can be"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"identified with what we generally mean by the word VÖLKISCH to-day. I am"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"afraid he will find himself at a loss if he is asked to give a precise"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"answer. For it would be very difficult indeed to imagine anything less"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"VÖLKISCH than most of those German monarchical States were. Had they"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"been otherwise they would not have disappeared; or if they were"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"VÖLKISCH, then the fact of their downfall may be taken as evidence that"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the VÖLKISCH outlook on the world (WELTANSCHAUUNG) is a false outlook."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Everybody interprets this concept in his own way. But such multifarious"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"opinions cannot be adopted as the basis of a militant political"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"movement. I need not call attention to the absolute lack of worldly"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"wisdom, and especially the failure to understand the soul of the nation,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"which is displayed by these Messianic Precursors of the Twentieth"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Century. Sufficient attention has been called to those people by the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"ridicule which the left-wing parties have bestowed on them. They allow"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"them to babble on and sneer at them."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"I do not set much value on the friendship of people who do not succeed"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"in getting disliked by their enemies. Therefore, we considered the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"friendship of such people as not only worthless but even dangerous to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"our young movement. That was the principal reason why we first called"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"ourselves a PARTY. We hoped that by giving ourselves such a name we"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"might scare away a whole host of VÖLKISCH dreamers. And that was the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"reason also why we named our Party, THE NATIONAL SOCIALIST GERMAN LABOUR"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"PARTY."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"The first term, Party, kept away all those dreamers who live in the past"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"and all the lovers of bombastic nomenclature, as well as those who went"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"around beating the big drum for the VÖLKISCH idea. The full name of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Party kept away all those heroes whose weapon is the sword of the spirit"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"and all those whining poltroons who take refuge behind their so-called"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"'intelligence' as if it were a kind of shield."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"It was only to be expected that this latter class would launch a massed"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"attack against us after our movement had started; but, of course, it was"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"only a pen-and-ink attack, for the goose-quill is the only weapon which"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"these VÖLKISCH lancers wield. We had declared one of our principles"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"thus: We shall meet violence with violence in our own defence."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Naturally that principle disturbed the equanimity of the knights of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"pen. They reproached us bitterly not only for what they called our crude"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"worship of the cudgel but also because, according to them, we had no"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"intellectual forces on our side. These charlatans did not think for a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"moment that a Demosthenes could be reduced to silence at a mass-meeting"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"by fifty idiots who had come there to shout him down and use their fists"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"against his supporters. The innate cowardice of the pen-and-ink"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"charlatan prevents him from exposing himself to such a danger, for he"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"always works in safe retirement and never dares to make a noise or come"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"forward in public."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Even to-day I must warn the members of our young movement in the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"strongest possible terms to guard against the danger of falling into the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"snare of those who call themselves 'silent workers'. These 'silent"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"workers' are not only a whitelivered lot but are also, and always will"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"be, ignorant do-nothings. A man who is aware of certain happenings and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"knows that a certain danger threatens, and at the same time sees a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"certain remedy which can be employed against it, is in duty bound not to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"work in silence but to come into the open and publicly fight for the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"destruction of the evil and the acceptance of his own remedy. If he does"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"not do so, then he is neglecting his duty and shows that he is weak in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"character and that he fails to act either because of his timidity, or"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"indolence or incompetence. Most of these 'silent workers' generally"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"pretend to know God knows what. Not one of them is capable of any real"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"achievement, but they keep on trying to fool the world with their"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"antics. Though quite indolent, they try to create the impression that"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"their 'silent work' keeps them very busy. To put it briefly, they are"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"sheer swindlers, political jobbers who feel chagrined by the honest work"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"which others are doing. When you find one of these VÖLKISCH moths"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"buzzing over the value of his 'silent work' you may be sure that you are"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"dealing with a fellow who does no productive work at all but steals from"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"others the fruits of their honest labour."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"In addition to all this one ought to note the arrogance and conceited"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"impudence with which these obscurantist idlers try to tear to pieces the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"work of other people, criticizing it with an air of superiority, and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"thus playing into the hands of the mortal enemy of our people."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Even the simplest follower who has the courage to stand on the table in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"some beer-hall where his enemies are gathered, and manfully and openly"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"defend his position against them, achieves a thousand times more than"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"these slinking hypocrites. He at least will convert one or two people to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"believe in the movement. One can examine his work and test its"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"effectiveness by its actual results. But those knavish swindlers--who"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"praise their own 'silent work' and shelter themselves under the cloak of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"anonymity, are just worthless drones, in the truest sense of the term,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"and are utterly useless for the purpose of our national reconstruction."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"In the beginning of 1920 I put forward the idea of holding our first"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"mass meeting. On this proposal there were differences of opinion amongst"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"us. Some leading members of our party thought that the time was not ripe"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"for such a meeting and that the result might be detrimental. The Press"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"of the Left had begun to take notice of us and we were lucky enough in"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"being able gradually to arouse their wrath. We had begun to appear at"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"other meetings and to ask questions or contradict the speakers, with the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"natural result that we were shouted down forthwith. But still we thereby"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"gained some of our ends. People began to know of our existence and the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"better they understood us, the stronger became their aversion and their"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"enmity. Therefore we might expect that a large contingent of our friends"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"from the Red Camp would attend our first mass meeting."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"I fully realized that our meeting would probably be broken up. But we"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"had to face the fight; if not now, then some months later. Since the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"first day of our foundation we were resolved to secure the future of the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"movement by fighting our way forward in a spirit of blind faith and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"ruthless determination. I was well acquainted with the mentality of all"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"those who belonged to the Red Camp, and I knew quite well that if we"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"opposed them tooth and nail not only would we make an impression on them"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"but that we even might win new followers for ourselves. Therefore I felt"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"that we must decide on a policy of active opposition."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Herr Harrer was then chairman of our party. He did not see eye to eye"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"with me as to the opportune time for our first mass meeting. Accordingly"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"he felt himself obliged to resign from the leadership of the movement,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"as an upright and honest man. Herr Anton Drexler took his place. I kept"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the work of organizing the propaganda in my own hands and I listened to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"no compromise in carrying it out."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"We decided on February 24th 1920 as the date for the first great popular"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"meeting to be held under the aegis of this movement which was hitherto"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"unknown."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"I made all the preparatory arrangements personally. They did not take"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"very long. The whole apparatus of our organization was set in motion for"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the purpose of being able to secure a rapid decision as to our policy."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"Within twenty-four hours we had to decide on the attitude we should take"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"in regard to the questions of the day which would be put forward at the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"mass meeting. The notices which advertised the meeting had to bring"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"these points before the public. In this direction we were forced to"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"depend on the use of posters and leaflets, the contents of which and the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"manner in which they were displayed were decided upon in accordance with"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the principles which I have already laid down in dealing with propaganda"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"in general. They were produced in a form which would appeal to the"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"crowd. They concentrated on a few points which were repeated again and"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"again. The text was concise and definite, an absolutely dogmatic form of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"expression being used. We distributed these posters and leaflets with a"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"dogged energy and then we patiently waited for the effect they would"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"produce."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"For our principal colour we chose red, as it has an exciting effect on"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the eye and was therefore calculated to arouse the attention of our"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"opponents and irritate them. Thus they would have to take notice of"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"us--whether they liked it or not--and would not forget us."	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"One result of our tactics was to show up clearly the close political"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"fraternization that existed also here in Bavaria between the Marxists"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"and the Centre Party. The political party that held power in Bavaria,"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"which was the Bavarian People's Party (affiliated with the Centre Party)"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"did its best to counteract the effect which our placards were having on"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"the 'Red' masses. Thus they made a definite step to fetter our"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"activities. If the police could find no other grounds for prohibiting"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
"our placards, then they might claim that we were disturbing the traffic"	"CHAPTER XII  THE FIRST STAGE IN THE DEVELOPMENT OF THE GERMAN NATIONAL SOCIALIST LABOUR PARTY"
